"study","sub_study","y"
"CDA1-B","CDA1-D-CF6",13.344
"CDA1-B","CDA1-D-CF6",1478.272
"CDA1-B","CDA1-D-CF6",16.272
"CDA1-B","CDA1-D-CF6",9.24
"CDA1-B","CDA1-D-CF6",32.34
"CDA1-B","CDA1-D-CF6",56.064
"CDA1-B","CDA1-D-CF6",108.72
"CDA1-B","CDA1-D-CF6",181.47
"CDA1-B","CDA1-D-CF6",16.176
"CDA1-B","CDA1-D-CF6",122.352
"CDA1-B","CDA1-D-CF6",585.552
"CDA1-B","CDA1-D-CF6",19.44
"CDA1-B","CDA1-D-CF6",123.92
"CDA1-B","CDA1-D-CF6",13.36
"CDA1-B","CDA1-D-CF6",78.256
"CDA1-B","CDA1-D-CF6",102.018
"CDA1-B","CDA1-D-CF6",750.68
"CDA1-B","CDA1-D-CF6",44.4
"CDA1-B","CDA1-D-CF6",84.55
"CDA1-B","CDA1-D-CF6",17.94
"CDA1-B","CDA1-D-CF6",128.4
"CDA1-B","CDA1-D-CF6",1.869
"CDA1-B","CDA1-D-CF6",103.192
"CDA1-B","CDA1-D-CF6",36
"CDA1-B","CDA1-D-CF6",239.96
"CDA1-B","CDA1-D-CF6",40.68
"CDA1-B","CDA1-D-CF6",419.136
"CDA1-B","CDA1-D-CF6",23.472
"CDA1-B","CDA1-D-CF6",3.592
"CDA1-B","CDA1-D-CF6",23.976
"CDA1-B","CDA1-D-CF6",6.264
"CDA1-B","CDA1-D-CF6",20.808
"CDA1-B","CDA1-D-CF6",218.352
"CDA1-B","CDA1-D-CF6",18.16
"CDA1-B","CDA1-D-CF6",7.36
"CDA1-B","CDA1-D-CF6",41.4
"CDA1-B","CDA1-D-CF6",411.332
"CDA1-B","CDA1-D-CF6",7.656
"CDA1-B","CDA1-D-CF6",63.92
"CDA1-B","CDA1-D-CF6",6.56
"CDA1-B","CDA1-D-CF6",7.83
"CDA1-B","CDA1-D-CF6",41.9
"CDA1-B","CDA1-D-CF6",664.146
"CDA1-B","CDA1-D-CF6",8.96
"CDA1-B","CDA1-D-CF6",3.312
"CDA1-B","CDA1-D-CF6",20.136
"CDA1-B","CDA1-D-CF6",8.856
"CDA1-B","CDA1-D-CF6",859.2
"CDA1-B","CDA1-D-CF6",61.96
"CDA1-B","CDA1-D-CF6",17.92
"CDA1-B","CDA1-D-CF6",145.9
"CDA1-B","CDA1-D-CF6",56.704
"CDA1-B","CDA1-D-CF6",11.12
"CDA1-B","CDA1-D-CF6",32.896
"CDA1-B","CDA1-D-CF6",22.776
"CDA1-B","CDA1-D-CF6",239.97
"CDA1-B","CDA1-D-CF6",160.32
"CDA1-B","CDA1-D-CF6",128.85
"CDA1-B","CDA1-D-CF6",1319.96
"CDA1-B","CDA1-D-CF6",239.96
"CDA1-B","CDA1-D-CF6",54.768
"CDA1-B","CDA1-D-CF6",13.392
"CDA1-B","CDA1-D-CF6",23.92
"CDA1-B","CDA1-D-CF6",255.968
"CDA1-B","CDA1-D-CF6",21.552
"CDA1-B","CDA1-D-CF6",58.24
"CDA1-B","CDA1-D-CF6",80.28
"CDA1-B","CDA1-D-CF6",9.78
"CDA1-B","CDA1-D-CF6",1.81
"CDA1-B","CDA1-D-CF6",37.94
"CDA1-B","CDA1-D-CF6",79.96
"CDA1-B","CDA1-D-CF6",115.296
"CDA1-B","CDA1-D-CF6",2479.96
"CDA1-B","CDA1-D-CF6",179.94
"CDA1-B","CDA1-D-CF6",26.85
"CDA1-B","CDA1-D-CF6",323.37
"CDA1-B","CDA1-D-CF6",59.94
"CDA1-B","CDA1-D-CF6",64.14
"CDA1-B","CDA1-D-CF6",11.67
"CDA1-B","CDA1-D-CF6",12.96
"CDA1-B","CDA1-D-CF6",17.43
"CDA1-B","CDA1-D-CF6",181.986
"CDA1-B","CDA1-D-CF6",1.592
"CDA1-B","CDA1-D-CF6",22.344
"CDA1-B","CDA1-D-CF6",455.97
"CDA1-B","CDA1-D-CF6",10.44
"CDA1-B","CDA1-D-CF6",5.214
"CDA1-B","CDA1-D-CF6",67.4
"CDA1-B","CDA1-D-CF6",25.16
"CDA1-B","CDA1-D-CF6",126.56
"CDA1-B","CDA1-D-CF6",43.68
"CDA1-B","CDA1-D-CF6",139.93
"CDA1-B","CDA1-D-CF6",2.672
"CDA1-B","CDA1-D-CF6",16.656
"CDA1-B","CDA1-D-CF6",79.512
"CDA1-B","CDA1-D-CF6",36.288
"CDA1-B","CDA1-D-CF6",67.9932
"CDA1-B","CDA1-D-CF6",10.16
"CDA1-B","CDA1-D-CF6",6.16
"CDA1-B","CDA1-D-CF6",56.3
"CDA1-B","CDA1-D-CF6",6.48
"CDA1-B","CDA1-D-CF6",1325.85
"CDA1-B","CDA1-D-CF6",14.94
"CDA1-B","CDA1-D-CF6",34.54
"CDA1-B","CDA1-D-CF6",2999.95
"CDA1-B","CDA1-D-CF6",64.12
"CDA1-B","CDA1-D-CF6",19.456
"CDA1-B","CDA1-D-CF6",209.986
"CDA1-B","CDA1-D-CF6",29.76
"CDA1-B","CDA1-D-CF6",89.768
"CDA1-B","CDA1-D-CF6",959.984
"CDA1-B","CDA1-D-CF6",15.552
"CDA1-B","CDA1-D-CF6",34.36
"CDA1-B","CDA1-D-CF6",98.376
"CDA1-B","CDA1-D-CF6",29.94
"CDA1-B","CDA1-D-CF6",17.472
"CDA1-B","CDA1-D-CF6",36.738
"CDA1-B","CDA1-D-CF6",179.94
"CDA1-B","CDA1-D-CF6",383.64
"CDA1-B","CDA1-D-CF6",56.52
"CDA1-B","CDA1-D-CF6",6.56
"CDA1-B","CDA1-D-CF6",243.92
"CDA1-B","CDA1-D-CF6",47.52
"CDA1-B","CDA1-D-CF6",19.98
"CDA1-B","CDA1-D-CF6",8
"CDA1-B","CDA1-D-CF6",6.16
"CDA1-B","CDA1-D-CF6",83.56
"CDA1-B","CDA1-D-CF6",546.06
"CDA1-B","CDA1-D-CF6",269.49
"CDA1-B","CDA1-D-CF6",10.9
"CDA1-B","CDA1-D-CF6",6.096
"CDA1-B","CDA1-D-CF6",34.05
"CDA1-B","CDA1-D-CF6",352.38
"CDA1-B","CDA1-D-CF6",245.98
"CDA1-B","CDA1-D-CF6",18.94
"CDA1-B","CDA1-D-CF6",59.913
"CDA1-B","CDA1-D-CF6",391.98
"CDA1-B","CDA1-D-CF6",437.85
"CDA1-B","CDA1-D-CF6",68.62
"CDA1-B","CDA1-D-CF6",25.02
"CDA1-B","CDA1-D-CF6",10.71
"CDA1-B","CDA1-D-CF6",55.984
"CDA1-B","CDA1-D-CF6",14.48
"CDA1-B","CDA1-D-CF6",142.488
"CDA1-B","CDA1-D-CF6",14.16
"CDA1-B","CDA1-D-CF6",79.92
"CDA1-B","CDA1-D-CF6",590.352
"CDA1-B","CDA1-D-CF6",17.088
"CDA1-B","CDA1-D-CF6",98.392
"CDA1-B","CDA1-D-CF6",11.05
"CDA1-B","CDA1-D-CF6",7.78
"CDA1-B","CDA1-D-CF6",659.9
"CDA1-B","CDA1-D-CF6",53.04
"CDA1-B","CDA1-D-CF6",843.9
"CDA1-B","CDA1-D-CF6",1496.16
"CDA1-B","CDA1-D-CF6",117.96
"CDA1-B","CDA1-D-CF6",21.3
"CDA1-B","CDA1-D-CF6",1040.8
"CDA1-B","CDA1-D-CF6",29.34
"CDA1-B","CDA1-D-CF6",19.52
"CDA1-B","CDA1-D-CF6",443.92
"CDA1-B","CDA1-D-CF6",499.95
"CDA1-B","CDA1-D-CF6",3.04
"CDA1-B","CDA1-D-CF6",201.96
"CDA1-B","CDA1-D-CF6",68.64
"CDA1-B","CDA1-D-CF6",100
"CDA1-B","CDA1-D-CF6",359.98
"CDA1-B","CDA1-D-CF6",6.16
"CDA1-B","CDA1-D-CF6",2348.82
"CDA1-B","CDA1-D-CF6",13.872
"CDA1-B","CDA1-D-CF6",273.552
"CDA1-B","CDA1-D-CF6",815.292
"CDA1-B","CDA1-D-CF6",234.45
"CDA1-B","CDA1-D-CF6",1256.22
"CDA1-B","CDA1-D-CF6",17.46
"CDA1-B","CDA1-D-CF6",10.528
"CDA1-B","CDA1-D-CF6",152.8
"CDA1-B","CDA1-D-CF6",82.56
"CDA1-B","CDA1-D-CF6",284.97
"CDA1-B","CDA1-D-CF6",60.84
"CDA1-B","CDA1-D-CF6",1325.76
"CDA1-B","CDA1-D-CF6",572.16
"CDA1-B","CDA1-D-CF6",28.8
"CDA1-B","CDA1-D-CF6",11.12
"CDA1-B","CDA1-D-CF6",7.04
"CDA1-B","CDA1-D-CF6",17.94
"CDA1-B","CDA1-D-CF6",34.76
"CDA1-B","CDA1-D-CF6",74.45
"CDA1-B","CDA1-D-CF6",192.22
"CDA1-B","CDA1-D-CF6",19.44
"CDA1-B","CDA1-D-CF6",32.4
"CDA1-B","CDA1-D-CF6",57.9
"CDA1-B","CDA1-D-CF6",10.56
"CDA1-B","CDA1-D-CF6",1194.165
"CDA1-B","CDA1-D-CF6",40.99
"CDA1-B","CDA1-D-CF6",2.94
"CDA1-B","CDA1-D-CF6",45.24
"CDA1-B","CDA1-D-CF6",18.688
"CDA1-B","CDA1-D-CF6",11.648
"CDA1-B","CDA1-D-CF6",112.776
"CDA1-B","CDA1-D-CF6",377.45
"CDA1-B","CDA1-D-CF6",15.936
"CDA1-B","CDA1-D-CF6",28.68
"CDA1-B","CDA1-D-CF6",21.44
"CDA1-B","CDA1-D-CF6",511.056
"CDA1-B","CDA1-D-CF6",18.656
"CDA1-B","CDA1-D-CF6",11.088
"CDA1-B","CDA1-D-CF6",66.688
"CDA1-B","CDA1-D-CF6",99.488
"CDA1-B","CDA1-D-CF6",14.62
"CDA1-B","CDA1-D-CF6",53.984
"CDA1-B","CDA1-D-CF6",389.97
"CDA1-B","CDA1-D-CF6",355.36
"CDA1-B","CDA1-D-CF6",140.376
"CDA1-B","CDA1-D-CF6",15.84
"CDA1-B","CDA1-D-CF6",8.448
"CDA1-B","CDA1-D-CF6",12.96
"CDA1-B","CDA1-D-CF6",57.408
"CDA1-B","CDA1-D-CF6",27.6
"CDA1-B","CDA1-D-CF6",38.976
"CDA1-B","CDA1-D-CF6",20.44
"CDA1-B","CDA1-D-CF6",109.92
"CDA1-B","CDA1-D-CF6",6.38
"CDA1-B","CDA1-D-CF6",6.48
"CDA1-B","CDA1-D-CF6",15.84
"CDA1-B","CDA1-D-CF6",1049.93
"CDA1-B","CDA1-D-CF6",154.9
"CDA1-B","CDA1-D-CF6",98.352
"CDA1-B","CDA1-D-CF6",14.32
"CDA1-B","CDA1-D-CF6",129.888
"CDA1-B","CDA1-D-CF6",48.944
"CDA1-B","CDA1-D-CF6",275.058
"CDA1-B","CDA1-D-CF6",27.36
"CDA1-B","CDA1-D-CF6",44.75
"CDA1-B","CDA1-D-CF6",134.99
"CDA1-B","CDA1-D-CF6",26.4
"CDA1-B","CDA1-D-CF6",542.94
"CDA1-B","CDA1-D-CF6",71.088
"CDA1-B","CDA1-D-CF6",27.396
"CDA1-B","CDA1-D-CF6",13.456
"CDA1-B","CDA1-D-CF6",11.84
"CDA1-B","CDA1-D-CF6",35.88
"CDA1-B","CDA1-D-CF6",40.752
"CDA1-B","CDA1-D-CF6",139.96
"CDA1-B","CDA1-D-CF6",2.624
"CDA1-B","CDA1-D-CF6",136.53
"CDA1-B","CDA1-D-CF6",263.96
"CDA1-B","CDA1-D-CF6",11.64
"CDA1-B","CDA1-D-CF6",40.176
"CDA1-B","CDA1-D-CF6",79.44
"CDA1-B","CDA1-D-CF6",357.93
"CDA1-B","CDA1-D-CF6",127.764
"CDA1-B","CDA1-D-CF6",2799.944
"CDA1-B","CDA1-D-CF6",19.44
"CDA1-B","CDA1-D-CF6",36.792
"CDA1-B","CDA1-D-CF6",5.94
"CDA1-B","CDA1-D-CF6",177.55
"CDA1-B","CDA1-D-CF6",619.95
"CDA1-B","CDA1-D-CF6",29.16
"CDA1-B","CDA1-D-CF6",57.96
"CDA1-B","CDA1-D-CF6",29.403
"CDA1-B","CDA1-D-CF6",81.4
"CDA1-B","CDA1-D-CF6",8.72
"CDA1-B","CDA1-D-CF6",91.176
"CDA1-B","CDA1-D-CF6",159.968
"CDA1-B","CDA1-D-CF6",12.96
"CDA1-B","CDA1-D-CF6",331.536
"CDA1-B","CDA1-D-CF6",899.91
"CDA1-B","CDA1-D-CF6",946.344
"CDA1-B","CDA1-D-CF6",178.11
"CDA1-B","CDA1-D-CF6",1089.75
"CDA1-B","CDA1-D-CF6",61.06
"CDA1-B","CDA1-D-CF6",459.92
"CDA1-B","CDA1-D-CF6",27.52
"CDA1-B","CDA1-D-CF6",638.82
"CDA1-B","CDA1-D-CF6",30.69
"CDA1-B","CDA1-D-CF6",25.16
"CDA1-B","CDA1-D-CF6",13.92
"CDA1-B","CDA1-D-CF6",19.36
"CDA1-B","CDA1-D-CF6",19.3
"CDA1-B","CDA1-D-CF6",38.376
"CDA1-B","CDA1-D-CF6",12.96
"CDA1-B","CDA1-D-CF6",26.48
"CDA1-B","CDA1-D-CF6",532.72
"CDA1-B","CDA1-D-CF6",26.72
"CDA1-B","CDA1-D-CF6",20.04
"CDA1-B","CDA1-D-CF6",795.48
"CDA1-B","CDA1-D-CF6",21.56
"CDA1-B","CDA1-D-CF6",249.584
"CDA1-B","CDA1-D-CF6",68.112
"CDA1-B","CDA1-D-CF6",16.56
"CDA1-B","CDA1-D-CF6",74.95
"CDA1-B","CDA1-D-CF6",355.455
"CDA1-B","CDA1-D-CF6",44.4
"CDA1-B","CDA1-D-CF6",20.65
"CDA1-B","CDA1-D-CF6",866.4
"CDA1-B","CDA1-D-CF6",5.56
"CDA1-B","CDA1-D-CF6",3.16
"CDA1-B","CDA1-D-CF6",1999.96
"CDA1-B","CDA1-D-CF6",46.152
"CDA1-B","CDA1-D-CF6",32.985
"CDA1-B","CDA1-D-CF6",481.32
"CDA1-B","CDA1-D-CF6",6.384
"CDA1-B","CDA1-D-CF6",542.94
"CDA1-B","CDA1-D-CF6",54.92
"CDA1-B","CDA1-D-CF6",1448.82
"CDA1-B","CDA1-D-CF6",353.88
"CDA1-B","CDA1-D-CF6",333.576
"CDA1-B","CDA1-D-CF6",60.144
"CDA1-B","CDA1-D-CF6",85.2
"CDA1-B","CDA1-D-CF6",3.15
"CDA1-B","CDA1-D-CF6",22.72
"CDA1-B","CDA1-D-CF6",14.91
"CDA1-B","CDA1-D-CF6",1158.12
"CDA1-B","CDA1-D-CF6",599.99
"CDA1-B","CDA1-D-CF6",23.968
"CDA1-B","CDA1-D-CF6",638.288
"CDA1-B","CDA1-D-CF6",13.208
"CDA1-B","CDA1-D-CF6",15.528
"CDA1-B","CDA1-D-CF6",104.85
"CDA1-B","CDA1-D-CF6",30.48
"CDA1-B","CDA1-D-CF6",112.648
"CDA1-B","CDA1-D-CF6",71.976
"CDA1-B","CDA1-D-CF6",2.21
"CDA1-B","CDA1-D-CF6",15.52
"CDA1-B","CDA1-D-CF6",36.44
"CDA1-B","CDA1-D-CF6",217.764
"CDA1-B","CDA1-D-CF6",39.072
"CDA1-B","CDA1-D-CF6",22.638
"CDA1-B","CDA1-D-CF6",95.144
"CDA1-B","CDA1-D-CF6",12.32
"CDA1-B","CDA1-D-CF6",4.419
"CDA1-B","CDA1-D-CF6",35
"CDA1-B","CDA1-D-CF6",72.784
"CDA1-B","CDA1-D-CF6",97.84
"CDA1-B","CDA1-D-CF6",51.75
"CDA1-B","CDA1-D-CF6",46.672
"CDA1-B","CDA1-D-CF6",1395.54
"CDA1-B","CDA1-D-CF6",117.36
"CDA1-B","CDA1-D-CF6",18.9
"CDA1-B","CDA1-D-CF6",77.52
"CDA1-B","CDA1-D-CF6",421.372
"CDA1-B","CDA1-D-CF6",575.968
"CDA1-B","CDA1-D-CF6",10.368
"CDA1-B","CDA1-D-CF6",15.984
"CDA1-B","CDA1-D-CF6",10.272
"CDA1-B","CDA1-D-CF6",61.792
"CDA1-B","CDA1-D-CF6",205.9992
"CDA1-B","CDA1-D-CF6",12.192
"CDA1-B","CDA1-D-CF6",87.168
"CDA1-B","CDA1-D-CF6",31.744
"CDA1-B","CDA1-D-CF6",132.224
"CDA1-B","CDA1-D-CF6",105.52
"CDA1-B","CDA1-D-CF6",91.96
"CDA1-B","CDA1-D-CF6",1487.976
"CDA1-B","CDA1-D-CF6",19.44
"CDA1-B","CDA1-D-CF6",11.672
"CDA1-B","CDA1-D-CF6",279.96
"CDA1-B","CDA1-D-CF6",12.912
"CDA1-B","CDA1-D-CF6",17.088
"CDA1-B","CDA1-D-CF6",93.15
"CDA1-B","CDA1-D-CF6",11.52
"CDA1-B","CDA1-D-CF6",238.62
"CDA1-B","CDA1-D-CF6",7.77
"CDA1-B","CDA1-D-CF6",285.48
"CDA1-B","CDA1-D-CF6",19.168
"CDA1-B","CDA1-D-CF6",26.136
"CDA1-B","CDA1-D-CF6",419.4
"CDA1-B","CDA1-D-CF6",90.801
"CDA1-B","CDA1-D-CF6",181.764
"CDA1-B","CDA1-D-CF6",5.56
"CDA1-B","CDA1-D-CF6",581.96
"CDA1-B","CDA1-D-CF6",29.98
"CDA1-B","CDA1-D-CF6",519.96
"CDA1-B","CDA1-D-CF6",6.264
"CDA1-B","CDA1-D-CF6",363.92
"CDA1-B","CDA1-D-CF6",64.2
"CDA1-B","CDA1-D-CF6",38.52
"CDA1-B","CDA1-D-CF6",72.6
"CDA1-B","CDA1-D-CF6",57.568
"CDA1-B","CDA1-D-CF6",83.7
"CDA1-B","CDA1-D-CF6",32.4
"CDA1-B","CDA1-D-CF6",47.98
"CDA1-B","CDA1-D-CF6",415.968
"CDA1-B","CDA1-D-CF6",304.9
"CDA1-B","CDA1-D-CF6",80.96
"CDA1-B","CDA1-D-CF6",777.21
"CDA1-B","CDA1-D-CF6",32.4
"CDA1-B","CDA1-D-CF6",225.568
"CDA1-B","CDA1-D-CF6",36.6
"CDA1-B","CDA1-D-CF6",715.64
"CDA1-B","CDA1-D-CF6",795.51
"CDA1-B","CDA1-D-CF6",549.99
"CDA1-B","CDA1-D-CF6",74.76
"CDA1-B","CDA1-D-CF6",29.22
"CDA1-B","CDA1-D-CF6",9.64
"CDA1-B","CDA1-D-CF6",33.488
"CDA1-B","CDA1-D-CF6",23.04
"CDA1-B","CDA1-D-CF6",1.362
"CDA1-B","CDA1-D-CF6",14.76
"CDA1-B","CDA1-D-CF6",239.666
"CDA1-B","CDA1-D-CF6",301.96
"CDA1-B","CDA1-D-CF6",7.968
"CDA1-B","CDA1-D-CF6",109.92
"CDA1-B","CDA1-D-CF6",19.44
"CDA1-B","CDA1-D-CF6",11.16
"CDA1-B","CDA1-D-CF6",79.47
"CDA1-B","CDA1-D-CF6",4.56
"CDA1-B","CDA1-D-CF6",1133.35
"CDA1-B","CDA1-D-CF6",4.672
"CDA1-B","CDA1-D-CF6",104.58
"CDA1-B","CDA1-D-CF6",1603.136
"CDA1-B","CDA1-D-CF6",1293.488
"CDA1-B","CDA1-D-CF6",127.95
"CDA1-B","CDA1-D-CF6",59.76
"CDA1-B","CDA1-D-CF6",108.08
"CDA1-B","CDA1-D-CF6",9.54
"CDA1-B","CDA1-D-CF6",11.736
"CDA1-B","CDA1-D-CF6",447.86
"CDA1-B","CDA1-D-CF6",17.94
"CDA1-B","CDA1-D-CF6",245.88
"CDA1-B","CDA1-D-CF6",192.16
"CDA1-B","CDA1-D-CF6",801.568
"CDA1-B","CDA1-A-CF4",368.91
"CDA1-B","CDA1-A-CF4",885.528
"CDA1-B","CDA1-A-CF4",28.28
"CDA1-B","CDA1-A-CF4",4912.59
"CDA1-B","CDA1-A-CF4",14.352
"CDA1-B","CDA1-A-CF4",179.97
"CDA1-B","CDA1-A-CF4",42.76
"CDA1-B","CDA1-A-CF4",45.68
"CDA1-B","CDA1-A-CF4",25.06
"CDA1-B","CDA1-A-CF4",38.432
"CDA1-B","CDA1-A-CF4",21.568
"CDA1-B","CDA1-A-CF4",81.576
"CDA1-B","CDA1-A-CF4",2.78
"CDA1-B","CDA1-A-CF4",99.87
"CDA1-B","CDA1-A-CF4",44.4
"CDA1-B","CDA1-A-CF4",21.4
"CDA1-B","CDA1-A-CF4",71.12
"CDA1-B","CDA1-A-CF4",259.96
"CDA1-B","CDA1-A-CF4",9.78
"CDA1-B","CDA1-A-CF4",24.192
"CDA1-B","CDA1-A-CF4",31.56
"CDA1-B","CDA1-A-CF4",59.94
"CDA1-B","CDA1-A-CF4",45.36
"CDA1-B","CDA1-A-CF4",26.4
"CDA1-B","CDA1-A-CF4",41.4
"CDA1-B","CDA1-A-CF4",16.95
"CDA1-B","CDA1-A-CF4",24.704
"CDA1-B","CDA1-A-CF4",59.7
"CDA1-B","CDA1-A-CF4",14.52
"CDA1-B","CDA1-A-CF4",104.184
"CDA1-B","CDA1-A-CF4",46.53
"CDA1-B","CDA1-A-CF4",25.5
"CDA1-B","CDA1-A-CF4",14.9
"CDA1-B","CDA1-A-CF4",87.71
"CDA1-B","CDA1-A-CF4",199.764
"CDA1-B","CDA1-A-CF4",94.6
"CDA1-B","CDA1-A-CF4",4228.704
"CDA1-B","CDA1-A-CF4",2003.92
"CDA1-B","CDA1-A-CF4",209.97
"CDA1-B","CDA1-A-CF4",659.9
"CDA1-B","CDA1-A-CF4",110.96
"CDA1-B","CDA1-A-CF4",67.8
"CDA1-B","CDA1-A-CF4",313.176
"CDA1-B","CDA1-A-CF4",22.96
"CDA1-B","CDA1-A-CF4",1099.5
"CDA1-B","CDA1-A-CF4",1215.92
"CDA1-B","CDA1-A-CF4",7.31
"CDA1-B","CDA1-A-CF4",8.92
"CDA1-B","CDA1-A-CF4",87.21
"CDA1-B","CDA1-A-CF4",15.552
"CDA1-B","CDA1-A-CF4",683.988
"CDA1-B","CDA1-A-CF4",13.392
"CDA1-B","CDA1-A-CF4",16.776
"CDA1-B","CDA1-A-CF4",527.92
"CDA1-B","CDA1-A-CF4",25.4
"CDA1-B","CDA1-A-CF4",177.48
"CDA1-B","CDA1-A-CF4",71.976
"CDA1-B","CDA1-A-CF4",95.992
"CDA1-B","CDA1-A-CF4",13.216
"CDA1-B","CDA1-A-CF4",435.84
"CDA1-B","CDA1-A-CF4",5.88
"CDA1-B","CDA1-A-CF4",211.168
"CDA1-B","CDA1-A-CF4",6.28
"CDA1-B","CDA1-A-CF4",95.1
"CDA1-B","CDA1-A-CF4",25.92
"CDA1-B","CDA1-A-CF4",48.84
"CDA1-B","CDA1-A-CF4",25.9
"CDA1-B","CDA1-A-CF4",42.68
"CDA1-B","CDA1-A-CF4",299.97
"CDA1-B","CDA1-A-CF4",262.24
"CDA1-B","CDA1-A-CF4",234.36
"CDA1-B","CDA1-A-CF4",20.736
"CDA1-B","CDA1-A-CF4",10.5
"CDA1-B","CDA1-A-CF4",23.968
"CDA1-B","CDA1-A-CF4",521.96
"CDA1-B","CDA1-A-CF4",676.55
"CDA1-B","CDA1-A-CF4",154.9
"CDA1-B","CDA1-A-CF4",30.56
"CDA1-B","CDA1-A-CF4",770.352
"CDA1-B","CDA1-A-CF4",21.12
"CDA1-B","CDA1-A-CF4",575.928
"CDA1-B","CDA1-A-CF4",7.78
"CDA1-B","CDA1-A-CF4",123.92
"CDA1-B","CDA1-A-CF4",17.22
"CDA1-B","CDA1-A-CF4",226.56
"CDA1-B","CDA1-A-CF4",107.88
"CDA1-B","CDA1-A-CF4",81.98
"CDA1-B","CDA1-A-CF4",104.85
"CDA1-B","CDA1-A-CF4",8.704
"CDA1-B","CDA1-A-CF4",19.92
"CDA1-B","CDA1-A-CF4",43.02
"CDA1-B","CDA1-A-CF4",240.784
"CDA1-B","CDA1-A-CF4",414.96
"CDA1-B","CDA1-A-CF4",387.72
"CDA1-B","CDA1-A-CF4",360.38
"CDA1-B","CDA1-A-CF4",13.56
"CDA1-B","CDA1-A-CF4",552
"CDA1-B","CDA1-A-CF4",429.9
"CDA1-B","CDA1-A-CF4",32.06
"CDA1-B","CDA1-A-CF4",161.96
"CDA1-B","CDA1-A-CF4",19.86
"CDA1-B","CDA1-A-CF4",12.96
"CDA1-B","CDA1-A-CF4",20.544
"CDA1-B","CDA1-A-CF4",185.58
"CDA1-B","CDA1-A-CF4",77.56
"CDA1-B","CDA1-A-CF4",87.92
"CDA1-B","CDA1-A-CF4",245.94
"CDA1-B","CDA1-A-CF4",8.6
"CDA1-B","CDA1-A-CF4",504.9
"CDA1-B","CDA1-A-CF4",2357.488
"CDA1-B","CDA1-A-CF4",369.544
"CDA1-B","CDA1-A-CF4",184.752
"CDA1-B","CDA1-A-CF4",64.96
"CDA1-B","CDA1-A-CF4",13.52
"CDA1-B","CDA1-A-CF4",458.43
"CDA1-B","CDA1-A-CF4",387.136
"CDA1-B","CDA1-A-CF4",328.59
"CDA1-B","CDA1-A-CF4",338.352
"CDA1-B","CDA1-A-CF4",25.92
"CDA1-B","CDA1-A-CF4",91.36
"CDA1-B","CDA1-A-CF4",87.96
"CDA1-B","CDA1-A-CF4",5.214
"CDA1-B","CDA1-A-CF4",12.294
"CDA1-B","CDA1-A-CF4",19.76
"CDA1-B","CDA1-A-CF4",109.764
"CDA1-B","CDA1-A-CF4",128.85
"CDA1-B","CDA1-A-CF4",127.95
"CDA1-B","CDA1-A-CF4",68.52
"CDA1-B","CDA1-A-CF4",74.94
"CDA1-B","CDA1-A-CF4",2548.56
"CDA1-B","CDA1-A-CF4",271.44
"CDA1-B","CDA1-A-CF4",287.88
"CDA1-B","CDA1-A-CF4",14.9
"CDA1-B","CDA1-A-CF4",4158.912
"CDA1-B","CDA1-A-CF4",91.96
"CDA1-B","CDA1-A-CF4",33.11
"CDA1-B","CDA1-A-CF4",19.44
"CDA1-B","CDA1-A-CF4",55.48
"CDA1-B","CDA1-A-CF4",91.92
"CDA1-B","CDA1-A-CF4",17.34
"CDA1-B","CDA1-A-CF4",71.98
"CDA1-B","CDA1-A-CF4",7.08
"CDA1-B","CDA1-A-CF4",69.98
"CDA1-B","CDA1-A-CF4",646.272
"CDA1-B","CDA1-A-CF4",10.368
"CDA1-B","CDA1-A-CF4",8.4
"CDA1-B","CDA1-A-CF4",71.96
"CDA1-B","CDA1-A-CF4",18.48
"CDA1-B","CDA1-A-CF4",9.84
"CDA1-B","CDA1-A-CF4",239.24
"CDA1-B","CDA1-A-CF4",21.12
"CDA1-B","CDA1-A-CF4",54.9
"CDA1-B","CDA1-A-CF4",15.24
"CDA1-B","CDA1-A-CF4",19.568
"CDA1-B","CDA1-A-CF4",310.392
"CDA1-B","CDA1-A-CF4",42.6
"CDA1-B","CDA1-A-CF4",113.94
"CDA1-B","CDA1-A-CF4",129.92
"CDA1-B","CDA1-A-CF4",5.28
"CDA1-B","CDA1-A-CF4",859.2
"CDA1-B","CDA1-A-CF4",506.28
"CDA1-B","CDA1-A-CF4",14.368
"CDA1-B","CDA1-A-CF4",314.352
"CDA1-B","CDA1-A-CF4",27.888
"CDA1-B","CDA1-A-CF4",238.152
"CDA1-B","CDA1-A-CF4",692.94
"CDA1-B","CDA1-A-CF4",16.146
"CDA1-B","CDA1-A-CF4",1345.485
"CDA1-B","CDA1-A-CF4",173.488
"CDA1-B","CDA1-A-CF4",57.75
"CDA1-B","CDA1-A-CF4",272.4
"CDA1-B","CDA1-A-CF4",11.952
"CDA1-B","CDA1-A-CF4",28
"CDA1-B","CDA1-A-CF4",12.201
"CDA1-B","CDA1-A-CF4",2.068
"CDA1-B","CDA1-A-CF4",83.84
"CDA1-B","CDA1-A-CF4",11.36
"CDA1-B","CDA1-A-CF4",36.4
"CDA1-B","CDA1-A-CF4",27.968
"CDA1-B","CDA1-A-CF4",142.04
"CDA1-B","CDA1-A-CF4",14.67
"CDA1-B","CDA1-A-CF4",1199.96
"CDA1-B","CDA1-A-CF4",12.6
"CDA1-B","CDA1-A-CF4",17.94
